id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
685427,Troglodytes,troglodytes,,birds,Eurasian Wren,W. Agster,Germany,"Kreisfreie Stadt Frankfurt am Main (near  Frankfurt), Darmstadt, Hessen",50.1485,8.779,110,song,,adult,field recording,//xeno-canto.org/685427,https://xeno-canto.org/685427/download,XC685427-xc-wa010575-000005.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685427-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685427-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685427-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685427-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC685427-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC685427-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC685427-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:19,13:30,2021-04-14,2021-11-09,[],,yes,yes,no,,,no,,,48000
685372,Troglodytes,troglodytes,,birds,Eurasian Wren,W. Agster,Germany,"Hesse (near  Bad Vilbel), Darmstadt, Hessen",50.1709,8.7464,150,song,male,adult,field recording,//xeno-canto.org/685372,https://xeno-canto.org/685372/download,XC685372-xc-wa010258-000018.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685372-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685372-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685372-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/ffts/XC685372-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC685372-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC685372-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EXNUFPZKKY/wave/XC685372-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:24,11:30,2021-03-23,2021-11-09,[],,yes,yes,no,,,no,,,48000
684051,Troglodytes,troglodytes,,birds,Eurasian Wren,Stanislas Wroza,France,"Davron, Yvelines, Île-de-France",48.8659,1.9428,110,"call, raspy call, trill",,,field recording,//xeno-canto.org/684051,https://xeno-canto.org/684051/download,XC684051-Troglodyte mignon cris rapeux puis trilles +.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC684051-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC684051-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC684051-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC684051-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC684051-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC684051-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC684051-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:39,09:00,2021-10-17,2021-11-02,[],,no,no,no,,,no,,,48000
683759,Troglodytes,troglodytes,,birds,Eurasian Wren,Bodo Sonnenburg,Germany,"Oder-Spree (near  Storkow (Mark)), Brandenburg",52.233,13.8364,40,call,,,field recording,//xeno-canto.org/683759,https://xeno-canto.org/683759/download,XC683759-zaunkö0738.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QAJPWEPSTL/ffts/XC683759-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QAJPWEPSTL/ffts/XC683759-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QAJPWEPSTL/ffts/XC683759-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QAJPWEPSTL/ffts/XC683759-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QAJPWEPSTL/wave/XC683759-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QAJPWEPSTL/wave/XC683759-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QAJPWEPSTL/wave/XC683759-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:34,07:38,2021-11-01,2021-11-01,[],,yes,yes,no,,,no,,,48000
682795,Troglodytes,troglodytes,,birds,Eurasian Wren,Jean Christophe Pratt ,France,"Saint-Savinien, Charente-Maritime, Nouvelle-Aquitaine",45.8888,-0.673,10,uncertain,,,field recording,//xeno-canto.org/682795,https://xeno-canto.org/682795/download,XC682795-5999-4004014-4288.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/ffts/XC682795-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/ffts/XC682795-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/ffts/XC682795-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/ffts/XC682795-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/wave/XC682795-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/wave/XC682795-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IHTOXYRBUZ/wave/XC682795-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:21,?,2021-01-17,2021-10-27,['Fringilla coelebs'],,no,no,unknown,,,no,,,44100
682742,Troglodytes,troglodytes,,birds,Eurasian Wren,Domagoj Tomičić,Croatia,"Tvrđavica, Općina Osijek, Osječko-baranjska županija",45.5692,18.6864,80,"alarm call, call",,adult,field recording,//xeno-canto.org/682742,https://xeno-canto.org/682742/download,XC682742-palčić tvrđavica (online-audio-converter.com).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC682742-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC682742-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC682742-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QWNVSAPPFP/ffts/XC682742-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QWNVSAPPFP/wave/XC682742-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QWNVSAPPFP/wave/XC682742-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QWNVSAPPFP/wave/XC682742-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:31,09:00,2021-10-27,2021-10-27,"['Alauda arvensis', 'Turdus merula', 'Fringilla montifringilla']",,yes,yes,no,,,no,,,44100
680315,Troglodytes,troglodytes,,birds,Eurasian Wren,Alan Dalton,Sweden,"Landsort, Nynäshamn Municipality, Stockholms län",58.7396,17.8657,10,call,uncertain,uncertain,field recording,//xeno-canto.org/680315,https://xeno-canto.org/680315/download,XC680315-Wren 21 sep 0602.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC680315-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC680315-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC680315-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC680315-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC680315-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC680315-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC680315-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:55,06:00,2021-09-21,2021-10-14,"['Regulus regulus', 'Motacilla alba']","Passage migrant calling, passive recording with SM Micro",no,no,no,,,no,,,24000
680216,Troglodytes,troglodytes,,birds,Eurasian Wren,Jorge Leitão,Netherlands,"Dommelplantsoen, Eindhoven, Noord-Brabant",51.4261,5.4756,20,song,,,field recording,//xeno-canto.org/680216,https://xeno-canto.org/680216/download,XC680216-Troglodytes troglodytes_2020.03.14_10.26_01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680216-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680216-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680216-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC680216-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/wave/XC680216-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/wave/XC680216-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/wave/XC680216-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:22,10:26,2020-03-14,2021-10-13,[],,yes,yes,no,,,no,,,44100
679933,Troglodytes,troglodytes,,birds,Eurasian Wren,Lars Edenius,Sweden,"Holmögadd, Västerbottens län",63.5988,20.7618,0,call,,,field recording,//xeno-canto.org/679933,https://xeno-canto.org/679933/download,XC679933-Gärdsmyg_22.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679933-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679933-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679933-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679933-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679933-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679933-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679933-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:16,13:00,2021-10-09,2021-10-12,[],,yes,yes,no,,,no,,,48000
679650,Troglodytes,troglodytes,,birds,Eurasian Wren,Jorge Leitão,Netherlands,"Genneper Parken, Eindhoven, Noord-Brabant",51.4213,5.4732,20,song,,,field recording,//xeno-canto.org/679650,https://xeno-canto.org/679650/download,XC679650-2018.08.18_07.39_01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679650-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679650-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679650-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/ffts/XC679650-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/wave/XC679650-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/wave/XC679650-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GYAUIPUVNM/wave/XC679650-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:47,07:39,2018-08-18,2021-10-10,[],,yes,yes,no,,,no,,,44100
679562,Troglodytes,troglodytes,,birds,Eurasian Wren,Lars Edenius,Sweden,"Holmögadd, Västerbottens län",63.5988,20.7618,0,call,,,field recording,//xeno-canto.org/679562,https://xeno-canto.org/679562/download,XC679562-Gärdsmyg_21.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679562-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679562-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679562-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679562-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679562-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679562-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679562-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,12:00,2021-10-09,2021-10-10,[],,no,no,no,,,no,,,44100
679561,Troglodytes,troglodytes,,birds,Eurasian Wren,Lars Edenius,Sweden,"Holmögadd, Västerbottens län",63.5988,20.7618,0,call,,,field recording,//xeno-canto.org/679561,https://xeno-canto.org/679561/download,XC679561-Gärdsmyg_20.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679561-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679561-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679561-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC679561-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679561-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679561-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC679561-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:16,12:00,2021-10-09,2021-10-10,[],,no,no,no,,,no,,,44100
678383,Troglodytes,troglodytes,,birds,Eurasian Wren,Tristan Guillebot de Nerville,France,"Arrondissement d'Abbeville (near  Cahon), Somme, Hauts-de-France",50.1327,1.7344,0,,male,adult,field recording,//xeno-canto.org/678383,https://xeno-canto.org/678383/download,XC678383-Troglodyte_mignon_chant_marais_de_Saigneville_07h31_15_04_2021_for_XC.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HLDLDQFJEA/ffts/XC678383-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HLDLDQFJEA/ffts/XC678383-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HLDLDQFJEA/ffts/XC678383-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HLDLDQFJEA/ffts/XC678383-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HLDLDQFJEA/wave/XC678383-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HLDLDQFJEA/wave/XC678383-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HLDLDQFJEA/wave/XC678383-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,4:43,07:31,2021-04-15,2021-10-03,"['Columba palumbus', 'Phylloscopus trochilus', 'Turdus philomelos', 'Fulica atra', 'Corvus corone', 'Garrulus glandarius', 'Picus viridis', 'Tadorna tadorna', 'Phasianus colchicus', 'Curruca communis', 'Anas platyrhynchos', 'Gallinula chloropus']",,yes,yes,no,,,no,,,44100
678062,Troglodytes,troglodytes,,birds,Eurasian Wren,Okke Reuer,Germany,"Kreisfreie Stadt Osnabrück (near  Osnabrück), Münster, Niedersachsen",52.2896,8.0417,60,song,,,field recording,//xeno-canto.org/678062,https://xeno-canto.org/678062/download,XC678062-Zaunkönig Gesang eine Strophe mit Rauschverminderung.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/NDDXHVRLBB/ffts/XC678062-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NDDXHVRLBB/ffts/XC678062-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NDDXHVRLBB/ffts/XC678062-large.png', 'full': '//xeno-canto.org/sounds/uploaded/NDDXHVRLBB/ffts/XC678062-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/NDDXHVRLBB/wave/XC678062-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NDDXHVRLBB/wave/XC678062-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NDDXHVRLBB/wave/XC678062-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:07,18:00,2021-02-20,2021-10-02,[],noise reduced,yes,yes,no,,,no,,,44100
675480,Troglodytes,troglodytes,zetlandicus,birds,Eurasian Wren,Andrew Harrop,United Kingdom,"Thistle Court (near  Virkie), Shetland Islands, Scotland",59.8919,-1.3108,40,song,,,field recording,//xeno-canto.org/675480,https://xeno-canto.org/675480/download,XC675480-210918-WR clip.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC675480-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC675480-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC675480-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/ffts/XC675480-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC675480-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC675480-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HNYFHZLJOD/wave/XC675480-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:06,08:00,2021-09-18,2021-09-18,[],Autumn song phrase from bird in garden. ,yes,yes,no,,,no,,,44100
674895,Troglodytes,troglodytes,,birds,Eurasian Wren,Hannu Varkki,Finland,"Sipoonkorpi, Sipoo, Uusimaa",60.3021,25.1981,40,song,,,field recording,//xeno-canto.org/674895,https://xeno-canto.org/674895/download,XC674895-TROTRO2021-06-14-0907-SIPO-s-m.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC674895-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC674895-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC674895-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/ffts/XC674895-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/wave/XC674895-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/wave/XC674895-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XDCPMYMSWN/wave/XC674895-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:19,08:50,2021-06-14,2021-09-15,"['Cyanistes caeruleus', 'Fringilla coelebs', 'Turdus philomelos', 'Prunella modularis']",Classic singing.,yes,yes,no,,,no,,,48000
672470,Troglodytes,troglodytes,,birds,Eurasian Wren,Marcin Urbański,Poland,"Gmina Łabowa (near  Kotów), nowosądecki, Małopolskie",49.4638,20.8822,750,"alarm call, call",,,field recording,//xeno-canto.org/672470,https://xeno-canto.org/672470/download,XC672470-210905_014_Tr1_2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC672470-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC672470-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC672470-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC672470-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/wave/XC672470-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/wave/XC672470-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/wave/XC672470-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,11:00,2021-09-05,2021-09-05,[],,yes,yes,no,,,no,,,48000
671922,Troglodytes,troglodytes,,birds,Eurasian Wren,David Tattersley,United Kingdom,"Great Britain (near  Huddersfield), West Yorkshire, England",53.6719,-1.7852,150,dawn song,,,field recording,//xeno-canto.org/671922,https://xeno-canto.org/671922/download,XC671922-Wren.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MLFEJSNPJS/ffts/XC671922-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MLFEJSNPJS/ffts/XC671922-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MLFEJSNPJS/ffts/XC671922-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MLFEJSNPJS/ffts/XC671922-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MLFEJSNPJS/wave/XC671922-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MLFEJSNPJS/wave/XC671922-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MLFEJSNPJS/wave/XC671922-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:34,06:06,2021-09-03,2021-09-03,[],,no,no,no,,,no,,,44100
670865,Troglodytes,troglodytes,,birds,Eurasian Wren,Marcin Urbański,Poland,"Gmina Łabowa (near  Łabowiec), nowosądecki, Małopolskie",49.5015,20.8445,600,"alarm call, call",uncertain,adult,field recording,//xeno-canto.org/670865,https://xeno-canto.org/670865/download,XC670865-STE-006.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC670865-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC670865-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC670865-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/ffts/XC670865-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/wave/XC670865-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/wave/XC670865-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FRIYAZCBCA/wave/XC670865-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:42,10:30,2021-07-15,2021-08-28,[],,yes,yes,no,,,no,,,48000
670666,Troglodytes,troglodytes,,birds,Eurasian Wren,Jerome Fischer,Switzerland,"Parc naturel régional Jura vaudois (near  Le Chenit), Jura-Nord vaudois, Vaud",46.5866,6.1419,1300,call,,,field recording,//xeno-canto.org/670666,https://xeno-canto.org/670666/download,"XC670666-Eurasian Wren, call, 200817-002.mp3","{'small': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC670666-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC670666-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC670666-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/ffts/XC670666-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC670666-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC670666-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/wave/XC670666-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:18,13:00,2021-08-17,2021-08-27,[],,no,no,no,,,no,,,32000
670169,Troglodytes,troglodytes,,birds,Eurasian Wren,Jacobo Ramil MIllarengo,Spain," Lagoíña do Carreirón ,Illa de Arousa, Pontevedra, Galicia",42.5285,-8.8722,10,alarm call,,,field recording,//xeno-canto.org/670169,https://xeno-canto.org/670169/download,XC670169-210823_03 Carrizo alarma lagoíña Carreirón 9.30.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC670169-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC670169-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC670169-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC670169-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC670169-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC670169-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC670169-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:20,09:30,2021-08-23,2021-08-24,[],Nervous rattle of two wrens  among the gorse,yes,yes,no,,,no,,,44100
670041,Troglodytes,troglodytes,,birds,Eurasian Wren,Peter Boesman,Belgium,"Réserve Naturelle Du Haut Geer (near  Geer), Liège, Wallonie",50.6688,5.2025,130,call,,"adult, juvenile",field recording,//xeno-canto.org/670041,https://xeno-canto.org/670041/download,XC670041-LS_58145 Winterkoning call A and juv.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670041-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670041-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670041-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670041-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC670041-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC670041-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC670041-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:01,08:00,2021-08-11,2021-08-23,[],Calls of a family party.,unknown,unknown,unknown,,,no,,,48000
670040,Troglodytes,troglodytes,,birds,Eurasian Wren,Peter Boesman,Belgium,"Réserve Naturelle Du Haut Geer (near  Geer), Liège, Wallonie",50.6688,5.2025,130,"alarm call, call",,,field recording,//xeno-canto.org/670040,https://xeno-canto.org/670040/download,XC670040-LS_58141 Winterkoning call A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670040-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670040-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670040-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC670040-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC670040-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC670040-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC670040-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:20,08:00,2021-08-11,2021-08-23,[],Calls of a family party.,unknown,unknown,unknown,,,no,,,48000
670014,Troglodytes,troglodytes,,birds,Eurasian Wren,Filippo Ceccolini,Italy,"San Godenzo (near Capo d'Arno), Città Metropolitana di Firenze, Toscana",43.8708,11.693,1500,alarm call,,,field recording,//xeno-canto.org/670014,https://xeno-canto.org/670014/download,XC670014- 2020-07-06 presso Capo d'Arno.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC670014-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC670014-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC670014-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/ffts/XC670014-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/wave/XC670014-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/wave/XC670014-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VWVVYWSUYS/wave/XC670014-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:21,15:00,2020-07-06,2021-08-23,[],Approximate time,yes,yes,no,,,no,,,44100
